district_id,state_name,district_name,z_malnutrition_index_pc1,z_improved_sanitation_pct,z_women_10plus_schooling_pct,z_institutional_deliveries_pct,z_hjg_villages_reported_ratio,cluster,pca1,pca2
273,Karnataka,Hassan,-0.6837073435066378,1.122810164815787,0.7822521491401736,0.5820978892961867,-0.4322853767482621,0,1.4724494911889159,0.6104276566909212
274,Karnataka,Haveri,0.06536654203550597,-0.20934424041536132,-0.0167120426274815,0.5915255600558398,0.3904722312018271,2,-0.014248646431980375,0.4568248659366732
275,Karnataka,Kalaburagi,0.8104197032830047,-2.481018068283215,0.12469754883582032,0.5915255600558398,-1.1054021810671297,3,-1.945834323721958,1.3578633780356937
276,Karnataka,Kodagu,-0.49500487155473266,1.543490503309834,1.3196085967007207,0.5915255600558398,-0.6888239117237404,0,1.8638979603464314,0.78554431290059
277,Karnataka,Kolar,-0.9722130364767027,1.213957571489497,1.0438598933472822,0.5915255600558398,-1.4233024421449518,2,1.6525890506351928,0.9388203853191404
278,Karnataka,Koppal,1.5548871732524405,-0.9174894768803408,-0.4126588987247267,0.5632425477768817,-0.3814178784841355,3,-1.622064994797616,0.8611292523891972
279,Karnataka,Mandya,-1.3544758089966573,1.0386740971169777,0.8670979040181549,0.5915255600558398,-0.8830027762337004,0,1.7647144121544027,0.7081234520489438
280,Karnataka,Mysuru,-0.6079992896167796,1.0176400801922754,0.6620539963963673,0.6009532308154917,-0.31139780637786574,0,1.325870785609113,0.5863720357711031
281,Karnataka,Raichur,1.070635542910971,-1.324147137424586,-0.6035618472001841,0.5726702185365349,-0.552369151479863,3,-1.723850676484033,0.8765005053114033
282,Karnataka,Ramanagara,-1.1137285599631932,1.2420029273890996,1.0085074954814568,0.6009532308154917,-0.6416080431668284,0,1.8714903844185697,0.6749343405791038
283,Karnataka,Shivamogga,0.31471709684757576,0.9475266904432676,0.6267015985305419,0.5915255600558398,-0.9481110389631148,2,0.6325803950092789,0.8902850925733427
284,Karnataka,Tumakuru,-0.19860495949845813,0.9966060632675723,1.3196085967007207,0.5915255600558398,-1.4713239049024964,2,1.2376733492349832,1.140498705688578
285,Karnataka,Udupi,-0.9435085828490444,1.5855585371592382,1.0721418116399424,0.5915255600558398,-1.007559519866816,0,1.943963934681914,0.7682094466662976
286,Karnataka,Uttara Kannada,0.23193869022392702,1.2420029273890996,0.6337720781037071,0.5915255600558398,-0.8793949170340116,2,0.866570215916805,0.8198794770666135
287,Karnataka,Vijayapura,0.6535878866073064,-1.8990769333664501,-0.22175595024926903,0.6009532308154917,-0.6928082172552829,3,-1.6360488911404438,1.060377440923839
288,Karnataka,Yadgir,1.698986189624582,-2.417916017509108,-0.978297264577934,0.5632425477768817,-0.8072664488886897,3,-2.9666447011483874,1.089693492477498
289,Kerala,Alappuzha,-1.8317979918703737,1.9150914689795753,2.7266340317605735,0.5915255600558398,-1.11740514058165,0,3.530797463174041,1.023004014464681
290,Kerala,Ernakulam,-1.5418700800232032,1.9221028079544755,3.0801580104188284,0.6009532308154917,-0.989721619408159,0,3.5929213963360453,1.106214887120684
291,Kerala,Idukki,-1.5053066897890721,1.7958987064062617,2.330687175663329,0.5726702185365349,-1.5550801149105282,0,2.9777985885445557,1.108821978829465
292,Kerala,Kannur,-1.8307535415263183,1.9361254859042774,2.394321491821814,0.6009532308154917,-0.5951979061552563,0,3.4538497497419325,0.7910467514444963
